#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,"《灯台下の古井戸》の青い光のことは
覚者さんに任せたよ！
もしお宝だったら山分けだ！",,ui\00_message\quest\q60202000.gmd,\quest\q60202000.arc,q60202000.arc,4
0,,"えっ！
井戸の底はブルーニュートの巣になってたって！？
しかも、かなり大きい個体が居たって――！？",,ui\00_message\quest\q60202000.gmd,\quest\q60202000.arc,q60202000.arc,5
0,,"財宝が見つかれば、この村も覚者さんも
一気に潤うんじゃないかと思ったんだけど――
なんだか迷惑をかけちゃったね――",,ui\00_message\quest\q60202000.gmd,\quest\q60202000.arc,q60202000.arc,6
0,,"これ、お詫びといっちゃなんだけど
受け取ってよ！
井戸の魔物も掃除してくれたみたいだし
そのお礼も兼ねてさ",,ui\00_message\quest\q60202000.gmd,\quest\q60202000.arc,q60202000.arc,7
0,,"いやぁ、本当にまいったよ
ずっと封鎖してあった遺跡に
まさかリンドブルムが棲みついてるなんて――",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,0
0,,"すぐに封鎖しなおすことも考えたんだけど
竜は知能が高いっていうだろ？
モルトバ遺跡と井戸が繋がってるってことは
もうバレちゃってると思うんだよ――",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,1
0,,"もしもリンドブルムがこっち側に出てくるつもりなら
通路に鍵をかけ直したところで
焼け石に水じゃないか",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,2
0,,"そう考えると気が気じゃないんだ――
覚者さんに様子を見てきてもらうまでは
眠れそうにないよ――",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,3
0,,"《モルトバ遺跡》のリンドブルムが
もしこっちに来るようなそぶりを見せていたら
すぐに教えてくれ",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,4
0,,"エリアマスターとして、村人を避難させるとか
何か方法を考えないと――",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,5
0,,"うう、気が重いよ――
できるだけ早く見に行ってもらえないかな――",,ui\00_message\quest\q60202001.gmd,\quest\q60202001.arc,q60202001.arc,6
