#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14112
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14113
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14114
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14115
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14116
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14117
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14118
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14119
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14120
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14121
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14122
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14123
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14124
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14125
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14126
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14127
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14128
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14129
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14130
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14131
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14132
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14133
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14134
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14135
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14136
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14137
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14138
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14139
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14140
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14141
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14142
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14143
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14144
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14145
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14146
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14147
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14148
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14149
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14150
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14151
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14152
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14153
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14154
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14155
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14156
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14157
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14158
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14159
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14160
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14161
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14162
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14163
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14164
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14165
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14166
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14167
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14168
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14169
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14170
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14171
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14172
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14173
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14174
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14175
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14176
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14177
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14178
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14179
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14180
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14181
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14182
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14183
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14184
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14185
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14186
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14187
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14188
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14189
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14190
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14191
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14192
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14193
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14194
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14195
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14196
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14197
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14198
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14199
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14200
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14201
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14202
